StrainID	Species	Old ID	StrainInfo doi	Phylum	Family	Growth atm.	Recommended medium for growth	Incubation time	Risk Group	Geographic location	Host disease status	Host age class	Sample material	Date of isolation (JJJJ-MM-DD)	genome_md5	assembly_qual	genome_length	number_contig	N50	number_contig_below_1kb	max_contig_length	coverage	assembly_software	compl_score	compl_software	contam_score	contam_software	trnas	trna_ext_software	adapters_file	plasmid_length	is_compl_grtr_90	is_contam_less_5	is_coverage_grtr_10	are_contigs_less_100	is_N50_grtr_25kb	is_max_contig_grtr_100kb	is_trnas_grtr_18	is_SSU_grtr_0	is_LSU_grtr_0	is_5S_grtr_0	assembly_date	workflow_version	sequencing_technology
CLA-AA-H283	Faecalibacterium duncaniae	H3-GB7	10.60712/SI-ID414192.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	19a522095ed4a3527abac319a1bfc02f	Manual review: are_contigs_less_100	2789711	167	68776	562	347077	230	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H284	Gemmiger formicilis	H4-YC3	10.60712/SI-ID414193.1	Bacillota	Hyphomicrobiaceae	Anaerobe	YCFA; BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	fcd809a9d52ffe0dcf9a97223beabf2c	High-quality draft	3298814	75	106770	85	316066	156	SPAdes	97.28	checkm	0	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	16102	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H285	Agathobacter rectalis	H4-Clx-3	10.60712/SI-ID414307.1	Bacillota	Lachnospiraceae	Anaerobe	BHI; YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	b9dd55261b0284669ead8f558998f386	High-quality draft	3134383	57	149167	131	320978	766	SPAdes	99.52	checkm	0.97	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H286	Butyricimonas faecihominis	H3-Clx-24	10.60712/SI-ID414308.1	Bacteroidota	Odoribacteraceae	Anaerobe	mGAM; YCFA; BHI	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-07-20	2fe8ecdde7dd7ecea00eb521fc0a5a22	Manual review: is_trnas_grtr_18	4601676	73	176292	143	365947	334	SPAdes	99.46	checkm	0.54	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H289	Bifidobacterium adolescentis	H1-GB4-H2	10.60712/SI-ID414309.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	036eab17812638fa8d29e3efe39deb09	High-quality draft	2111721	22	428939	38	720346	840	SPAdes	99.85	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H296	Phocaeicola dorei	H2-GAMB-1w-9	10.60712/SI-ID414310.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI;WCA;mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	fd648ae8cafd917fda52929cf2fa75ea	High-quality draft	5555518	67	201746	73	445233	208	SPAdes	99.25	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	2783	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H299	Staphylococcus epidermidis	TC-Bifi-A-GAM-O	10.60712/SI-ID414311.1	Bacillota	Staphylococcaceae	Facultative anaerobe	mGAM	1-3 days	2	Germany	Healthy	Adult	feces	2018-05-07	7893eebab96c9f4f45c1b927ad3f489f	High-quality draft	2499610	66	96302	212	217328	881	SPAdes	99.81	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	21409;21074;20156	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H3	Bacteroides xylanisolvens	TC-ERY-DP-B(b)	10.60712/SI-ID414312.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI;mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2019-07-25	1967052591e0485ccc816a8d81e19748	Manual review: are_contigs_less_100	6277300	191	65950	262	259683	398	SPAdes	99.46	checkm	0.15	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	3672	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H302	Collinsella sp. 1	FAA-BHI1-F7	10.60712/SI-ID414313.1	Actinomycetota	Coriobacteriaceae	Anaerobe	mGAM;BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2020-02-18	2fd5d1a26254ae700f5b87a673183641	High-quality draft	2347889	27	198429	29	315196	780	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5461	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H304	Agathobaculum butyriciproducens	FAA-GAMB3-D7	10.60712/SI-ID414314.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	3c30d025fdad224573b82156b0dd70a6	High-quality draft	3083203	63	103719	147	379896	928	SPAdes	99.33	checkm	0.81	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	7755	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H306	Ruminococcoides bili	FAA-GAMB1-G4	10.60712/SI-ID414315.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	e045bdbf0dae134050e90ea70f81aa49	Manual review: are_contigs_less_100	2353251	104	51272	156	135570	1132	SPAdes	97.32	checkm	0.34	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	21258	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H308	Mediterraneibacter faecis	FAA-GAMB3-C2	10.60712/SI-ID414316.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	346399284ddbc23d8abb72a00bb00d94	High-quality draft	3198237	54	153087	84	580442	370	SPAdes	99.12	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H311	Bifidobacterium hominis	FAA-BHI3-D3	10.60712/SI-ID414317.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	BHI; mGAM; YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	25097bd6699901fd5b84d66221b642a5	High-quality draft	2030922	20	190904	39	326431	957	SPAdes	99.77	checkm	0.45	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H313	Fusicatenibacter saccharivorans	H4-GB8	10.60712/SI-ID414318.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	cbc2aae81bc809820d82f49b46b9d5b3	Manual review: is_trnas_grtr_18	3551889	64	149695	158	401093	302	SPAdes	98.95	checkm	0.63	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H315	Escherichia coli	Booster-IB	10.60712/SI-ID414319.1	Pseudomonadota	Enterobacteriaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2019-11	81c17a9c9078461b8e194450b26a3a7e	Manual review: is_trnas_grtr_18	4647579	75	178537	165	400266	259	SPAdes	99.97	checkm	0.04	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H317	Escherichia coli	TC-Baby-A-SCP-F8	10.60712/SI-ID414320.1	Pseudomonadota	Enterobacteriaceae	Facultative anaerobe	WCA	1-2 days	2	Germany	Healthy	Infant	feces	2018-09-24	8fd845cdf784bcc36182ff2e4ac82e80	High-quality draft	4893079	36	279647	95	573072	392	SPAdes	99.97	checkm	0.37	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4118;1551	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H32	Eggerthella lenta	TC-COL-DP-H	10.60712/SI-ID414321.1	Actinomycetota	Eggerthellaceae	Anaerobe	WCA	1-3 days	2	Germany	Healthy	Adult	feces	2019-07-25	5a3bd7fc157b8b3b691988b600276ac5	High-quality draft	3295350	37	219202	40	491762	397	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H4	Veillonella nakazawae	TC-Ery-DP-C(a)	10.60712/SI-ID414194.1	Bacillota	Veillonellaceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2019-07-25	3e4a240dae8bd607f29223c966aca251	High-quality draft	2049759	27	183322	55	794408	395	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H40	Lacticaseibacillus paracasei	TC-COL-SP-A	10.60712/SI-ID414195.1	Bacillota	Lactobacillaceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2019-07-25	7d86b1380117faa5a5fe8759c0095c63	Manual review: are_contigs_less_100	2780400	149	52366	236	223493	271	SPAdes	99.46	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H53	Anaerostipes hadrus	TC-DP-D	10.60712/SI-ID414196.1	Bacillota	Lachnospiraceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2019-07-25	3fc4e9dac1cdb9bd6212421420f6d0f5	Manual review: are_contigs_less_100	3153669	102	75231	281	186282	1161	SPAdes	99.33	checkm	2.03	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	16133	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H54	Bifidobacterium longum	TC-DP-E(A)	10.60712/SI-ID414197.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2019-07-25	b47655e1b4088961a0691ff5970cc761	High-quality draft	2567340	66	172726	783	348597	592	SPAdes	99.54	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	6176;4896	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H58	Sakamotonia hominis	TC-DP-H(a)	10.60712/SI-ID414322.1	Bacillota	Lachnospiraceae	Anaerobe	WCA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2019-07-25	12ba80d61fc9a4078f8f4516eed7ba84	Manual review: are_contigs_less_100	3825604	232	38526	308	120930	82	SPAdes	99.37	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5603	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H70	Escherichia coli	SCP-BHI2-H10	10.60712/SI-ID414198.1	Pseudomonadota	Enterobacteriaceae	Facultative anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2018-05-04	c2399b64be8260eebe7d6c350b995084	Manual review: are_contigs_less_100, is_trnas_grtr_18	5077099	118	220239	402	582317	312	SPAdes	99.97	checkm	0.08	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	2519;1546;1005	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H71	Selenomonas noxia	NA	10.60712/SI-ID414199.1	Bacillota	Selenomonadaceae	Anaerobe	mGAMB	1-3 days	2	Germany	Healthy	Adult	feces	2020-03-15	3a2ec475b85cdab993d7f60140c6bd4e	High-quality draft	2194684	65	280645	523	639535	912	SPAdes	99.65	checkm	0.38	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	39753	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H78B	Hominiventricola aquisgranensis	CLA-AA-H78B (B = BHI medium used)	10.60712/SI-ID414323.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	25b8754b1c4bcef251a344f9bf6aeb4d	Manual review: is_trnas_grtr_18	3174899	79	103760	182	216162	272	SPAdes	99.37	checkm	0.27	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	7983	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H80	Ruthenibacterium lactatiformans	NA	10.60712/SI-ID414201.1	Bacillota	Oscillospiraceae	Anaerobe	GMM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	99b4c13ba2cd869dd051bdfc4db905ba	Manual review: are_contigs_less_100	4017754	239	41679	369	187266	231	SPAdes	97.96	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	7614	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H81	Megasphaera intestinihominis	NA	10.60712/SI-ID414324.1	Bacillota	Veillonellaceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	af9a09cb672ce63626481bccb9b14e72	Manual review: are_contigs_less_100	2382222	166	30890	262	114839	179	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H83	Bacteroides fragilis	NA	10.60712/SI-ID414202.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	47fddfffa0481892358b0b336318ef98	Manual review: are_contigs_less_100	4992958	344	32552	113	147166	44	SPAdes	99.21	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	2751	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H87	Mediterraneibacter lactaris	NA	10.60712/SI-ID414203.1	Bacillota	Lachnospiraceae	Anaerobe	GMM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	4111a924f5308830c666e0362797a66b	Manual review: are_contigs_less_100	2878227	113	61230	237	165221	308	SPAdes	99.42	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H88	Ligilactobacillus ruminis	NA	10.60712/SI-ID414204.1	Bacillota	Lactobacillaceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	71220b2e4aac68642b9c860c1be2ad9b	High-quality draft	2051865	76	59437	226	112236	385	SPAdes	98.95	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	32379	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H89B	Lachnospira hominis	NA	10.60712/SI-ID414325.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM; YCFA; BHI + rumen Fluid 10%	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	d4e62750e9e0adc9468327be9750e063	Manual review: is_trnas_grtr_18	3097876	35	227399	157	485898	617	SPAdes	99.33	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H95	Blautia intestinihominis	NA	10.60712/SI-ID414326.1	Bacillota	Lachnospiraceae	Anaerobe	GMM	1-3 days	1	Germany	Healthy	Adult	feces	2020-02-18	1d69fbe4dd1c7907fb540586f34729eb	Manual review: are_contigs_less_100	4095624	227	49826	271	227132	128	SPAdes	98.73	checkm	0.63	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	22629	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AC-H002	Enterococcus asini	BHI-CUL47-4	10.60712/SI-ID414327.1	Bacillota	Enterococcaceae	Anaerobe	BHI	1-2 days	1	Germany	IBD	Adult	feces	2023-08-18	f6789389719fde730a52e68377356fca	High-quality draft	2471046	12	502543	41	649654	803	SPAdes	99.25	checkm	0.81	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AC-H004	Enterobacter intestinihominis	BE-CUL50-1	10.60712/SI-ID414328.1	Pseudomonadota	Enterobacteriaceae	Anaerobe	BHI; mGAM; YCFA	1-2 days	2	Germany	Healthy	Adult	feces	2023-08-18	e2a71b07e0c5977f2831a1c5b7467cab	Manual review: is_trnas_grtr_18	4861924	94	140549	118	435703	217	SPAdes	99.97	checkm	0.88	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4416;2494	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H1	Collinsella sp905215835	C5-38-B1	10.60712/SI-ID414329.1	Actinomycetota	Coriobacteriaceae	Anaerobe	WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-08-11	c972cce5b4499d12cf312f13d6c7f84e	High-quality draft	2242864	43	146378	39	305477	264	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	5426;1455	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AP-H11	Bifidobacterium adolescentis	C2-36-C1	10.60712/SI-ID414330.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-07-26	b0dfd772142522cb93939453518d8888	High-quality draft	2261179	26	453657	28	828370	506	SPAdes	99.32	checkm	0.45	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H12	Alistipes finegoldii	C45-96-B22	10.60712/SI-ID414331.1	Bacteroidota	Rikenellaceae	Anaerobe	mGAM	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-09-17	efbfc1117693d6154d352ddc553489e6	Manual review: are_contigs_less_100	3584711	101	120008	146	428072	388	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H13	Blautia wexlerae	C2-38-C3	10.60712/SI-ID414332.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-09-19	956a482ab94034ef94bd0ddbe51824c7	Manual review: are_contigs_less_100, is_trnas_grtr_18	3891853	122	62535	227	307923	511	SPAdes	99.37	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H17	Enterococcus lactis	C2-38-D4	10.60712/SI-ID414333.1	Bacillota	Enterococcaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-08-27	d78fe14cedd0b6c25fbcc113114b046e	High-quality draft	2633673	58	97488	61	224805	440	SPAdes	99.62	checkm	0.38	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	9751	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H18	Ruminococcoides intestinihominis	C2-96-B4	10.60712/SI-ID414334.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-09-19	2a528a0a6f7255290f5e995d1f0f17ea	High-quality draft	2164547	84	52678	211	177830	886	SPAdes	93.56	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	99611;50679	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H19	Bifidobacterium longum	C2-36-C2	10.60712/SI-ID414335.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-07-26	29ca0915eaad15af54eaf511b84ac9f8	High-quality draft	2371233	42	204449	87	438454	645	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	6176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H2	Bacteroides ovatus	C2-96-A5	10.60712/SI-ID414336.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM	1-3 days	2	Germany	Healthy	Adult	feces	2021-08-11	625999ad027505d94d0e261cd7b27e5d	Manual review: are_contigs_less_100	6633241	115	116632	122	443806	209	SPAdes	99.46	checkm	0.17	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	17118	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H23	Bifidobacterium adolescentis	C5-96-3	10.60712/SI-ID414337.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-06-23	ef1affe43d8615ef19727cc06a876e98	High-quality draft	2279175	20	410281	36	419514	946	SPAdes	100	checkm	0.11	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H24	Phocaeicola massiliensis	C5-96-4	10.60712/SI-ID414338.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-06-23	ba57ecddc92f6cfff3db0b110ecbab5a	Manual review: are_contigs_less_100	4031123	109	97532	353	278465	409	SPAdes	99.26	checkm	0.19	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4148	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H25	Thomasclavelia ramosa	C5-96-10	10.60712/SI-ID414339.1	Bacillota	Coprobacillaceae	Anaerobe	mGAM	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-23	65dcd8a12868722325980c1b32c2e504	High-quality draft	3561487	78	111306	207	331563	358	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5681	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H26	Cutibacterium acnes	C5-96-13	10.60712/SI-ID414340.1	Actinomycetota	Propionibacteriaceae	Anaerobe	mGAM	1-3 days	2	Germany	Healthy	Adult	feces	2021-08-26	2b603613db05c4b133426aeffdb65dfc	High-quality draft	2534333	12	706113	8	893312	651	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H27	Ventrimonas faecis	C45-36-2	10.60712/SI-ID414341.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-09-15	ea16fac02a7a99db923a5c4a8ca7888b	Manual review: is_trnas_grtr_18	3412605	83	83482	145	229596	228	SPAdes	98.73	checkm	0.63	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
